visitor_id,visit_date,group,device,traffic_channel,session_minutes,pages_viewed,converted,revenue_usd
VIS-01124,2026-05-20,A,Desktop,Organic,2.05,4,0,0.0
VIS-01125,2026-05-14,A,Desktop,Referral,3.96,4,0,0.0
VIS-01126,2026-05-05,A,Mobile,Organic,2.73,1,1,53.34
VIS-01127,2026-05-06,A,Desktop,Referral,3.31,1,0,0.0
VIS-01128,2026-05-26,A,Mobile,Paid Search,1.29,6,1,71.02
VIS-01129,2026-05-02,A,Tablet,Organic,2.03,4,0,0.0
VIS-01130,2026-05-21,A,Mobile,Paid Search,2.25,3,0,0.0
VIS-01131,2026-05-24,A,Mobile,Paid Search,2.48,3,1,68.96
VIS-01132,2026-05-25,A,Desktop,Organic,10.73,3,0,0.0
VIS-01133,2026-05-10,A,Mobile,Organic,0.57,3,0,0.0
VIS-01134,2026-05-15,A,Desktop,Social,7.97,8,0,0.0
VIS-01135,2026-05-20,A,Mobile,Paid Search,0.81,3,0,0.0
VIS-01136,2026-05-27,A,Desktop,Paid Search,5.79,5,0,0.0
VIS-01137,2026-05-18,A,Desktop,Paid Search,3.55,2,0,0.0
VIS-01138,2026-05-25,A,Desktop,Paid Search,6.1,4,0,0.0
VIS-01139,2026-05-04,A,Tablet,Social,6.24,5,0,0.0
VIS-01140,2026-05-10,A,Mobile,Organic,1.29,6,0,0.0
VIS-01141,2026-05-23,A,Mobile,Organic,3.11,3,0,0.0
VIS-01142,2026-05-05,A,Mobile,Paid Search,1.23,6,0,0.0
VIS-01143,2026-05-30,A,Desktop,Paid Search,3.81,1,0,0.0
VIS-01144,2026-05-19,A,Mobile,Paid Search,4.03,4,0,0.0
VIS-01145,2026-05-05,A,Tablet,Organic,9.81,4,0,0.0
VIS-01146,2026-05-07,A,Desktop,Referral,5.59,4,0,0.0
VIS-01147,2026-05-05,A,Desktop,Email,0.71,2,0,0.0
VIS-01148,2026-05-11,A,Desktop,Referral,2.12,3,0,0.0
VIS-01149,2026-05-04,A,Desktop,Email,2.33,6,0,0.0
VIS-01150,2026-05-07,A,Desktop,Email,2.83,3,0,0.0
VIS-01151,2026-05-23,A,Mobile,Paid Search,6.44,4,0,0.0
VIS-01152,2026-05-12,A,Mobile,Organic,3.96,5,1,63.13
VIS-01153,2026-05-19,A,Mobile,Paid Search,3.75,6,0,0.0
VIS-01154,2026-05-11,A,Mobile,Organic,0.53,3,0,0.0
VIS-01155,2026-05-13,A,Tablet,Social,1.69,7,0,0.0
VIS-01156,2026-05-22,A,Desktop,Organic,1.94,7,0,0.0
VIS-01157,2026-05-15,A,Desktop,Organic,1.74,2,0,0.0
VIS-01158,2026-05-19,A,Mobile,Organic,0.7,7,0,0.0
VIS-01159,2026-05-28,A,Desktop,Social,7.36,8,0,0.0
VIS-01160,2026-05-06,A,Desktop,Organic,9.5,4,0,0.0
VIS-01161,2026-05-07,A,Mobile,Organic,1.71,6,1,64.3
VIS-01162,2026-05-20,A,Mobile,Paid Search,2.95,6,0,0.0
VIS-01163,2026-05-07,A,Desktop,Paid Search,1.5,1,0,0.0
VIS-01164,2026-05-23,A,Desktop,Organic,0.84,1,1,70.24
VIS-01165,2026-05-23,A,Desktop,Social,8.34,5,0,0.0
VIS-01166,2026-05-14,A,Desktop,Email,3.72,7,0,0.0
VIS-01167,2026-05-06,A,Tablet,Social,9.06,7,0,0.0
VIS-01168,2026-05-02,A,Mobile,Organic,3.42,6,0,0.0
VIS-01169,2026-05-24,A,Desktop,Referral,0.37,4,0,0.0
VIS-01170,2026-05-24,A,Mobile,Organic,2.68,4,0,0.0
VIS-01171,2026-05-12,A,Desktop,Organic,3.78,7,0,0.0
VIS-01172,2026-05-22,A,Desktop,Organic,8.59,4,0,0.0
VIS-01173,2026-05-01,A,Mobile,Paid Search,2.63,7,0,0.0
VIS-01174,2026-05-02,A,Desktop,Organic,6.95,5,1,39.44
VIS-01175,2026-05-16,A,Mobile,Paid Search,3.59,3,0,0.0
VIS-01176,2026-05-09,A,Desktop,Paid Search,3.89,3,0,0.0
VIS-01177,2026-05-04,A,Desktop,Email,1.6,4,0,0.0
VIS-01178,2026-05-23,A,Mobile,Referral,5.94,5,0,0.0
VIS-01179,2026-05-13,A,Desktop,Organic,2.78,6,0,0.0
VIS-01180,2026-05-20,A,Desktop,Paid Search,3.75,7,0,0.0
VIS-01181,2026-05-15,A,Desktop,Referral,1.91,3,0,0.0
VIS-01182,2026-05-05,A,Desktop,Paid Search,0.54,5,0,0.0
VIS-01183,2026-05-27,A,Mobile,Organic,8.26,7,1,46.0
VIS-01184,2026-05-11,A,Desktop,Referral,0.56,8,1,67.2
VIS-01185,2026-05-06,A,Desktop,Paid Search,2.72,3,0,0.0
VIS-01186,2026-05-02,A,Desktop,Social,7.83,3,0,0.0
VIS-01187,2026-05-20,A,Mobile,Email,4.37,7,0,0.0
VIS-01188,2026-05-27,A,Desktop,Paid Search,3.46,5,0,0.0
VIS-01189,2026-05-11,A,Mobile,Referral,3.92,7,0,0.0
VIS-01190,2026-05-24,A,Desktop,Paid Search,1.22,3,0,0.0
VIS-01191,2026-05-20,A,Desktop,Organic,6.63,2,0,0.0
VIS-01192,2026-05-08,A,Desktop,Organic,1.15,3,0,0.0
VIS-01193,2026-05-07,A,Desktop,Organic,2.19,5,0,0.0
VIS-01194,2026-05-13,A,Desktop,Organic,2.96,3,1,45.5
VIS-01195,2026-05-03,A,Desktop,Referral,12.16,2,0,0.0
VIS-01196,2026-05-23,A,Mobile,Organic,10.97,6,1,79.87
VIS-01197,2026-05-29,A,Desktop,Paid Search,3.83,6,0,0.0
VIS-01198,2026-05-16,A,Mobile,Organic,14.06,4,0,0.0
VIS-01199,2026-05-04,A,Mobile,Referral,6.78,6,0,0.0
VIS-01200,2026-05-03,A,Mobile,Email,2.74,3,0,0.0
VIS-01201,2026-05-02,B,Mobile,Organic,3.4,1,0,0.0
VIS-01202,2026-05-24,B,Desktop,Organic,19.97,1,0,0.0
VIS-01203,2026-05-08,B,Mobile,Paid Search,0.14,5,1,41.39
VIS-01204,2026-05-22,B,Mobile,Organic,2.53,3,0,0.0
VIS-01205,2026-05-05,B,Mobile,Organic,7.16,3,0,0.0
VIS-01206,2026-05-01,B,Mobile,Referral,2.01,4,0,0.0
VIS-01207,2026-05-03,B,Mobile,Organic,6.67,6,1,55.89
VIS-01208,2026-05-26,B,Mobile,Email,6.9,5,0,0.0
VIS-01209,2026-05-03,B,Mobile,Email,1.03,6,0,0.0
VIS-01210,2026-05-15,B,Tablet,Organic,9.67,3,1,82.1
VIS-01211,2026-05-04,B,Desktop,Organic,5.01,5,0,0.0
VIS-01212,2026-05-18,B,Mobile,Paid Search,3.94,5,0,0.0
VIS-01213,2026-05-16,B,Mobile,Paid Search,5.26,3,1,76.49
VIS-01214,2026-05-21,B,Desktop,Social,2.71,5,0,0.0
VIS-01215,2026-05-16,B,Desktop,Organic,5.58,2,0,0.0
VIS-01216,2026-05-27,B,Mobile,Referral,3.75,3,0,0.0
VIS-01217,2026-05-28,B,Desktop,Referral,6.42,6,0,0.0
VIS-01218,2026-05-15,B,Desktop,Organic,4.79,7,0,0.0
VIS-01219,2026-05-13,B,Desktop,Organic,8.91,10,0,0.0
VIS-01220,2026-05-08,B,Tablet,Organic,2.41,1,1,47.76
VIS-01221,2026-05-19,B,Tablet,Organic,3.35,6,0,0.0
VIS-01222,2026-05-13,B,Mobile,Email,6.01,7,1,46.74
VIS-01223,2026-05-29,B,Desktop,Organic,2.7,8,0,0.0
VIS-01224,2026-05-27,B,Desktop,Paid Search,8.32,6,0,0.0
VIS-01225,2026-05-06,B,Mobile,Organic,10.65,6,0,0.0
VIS-01226,2026-05-19,B,Desktop,Organic,4.94,2,0,0.0
VIS-01227,2026-05-10,B,Desktop,Organic,1.75,5,0,0.0
VIS-01228,2026-05-17,B,Mobile,Paid Search,6.04,5,0,0.0
VIS-01229,2026-05-07,B,Mobile,Email,3.07,6,0,0.0
VIS-01230,2026-05-17,B,Mobile,Organic,7.01,7,1,55.53
VIS-01231,2026-05-15,B,Mobile,Email,2.9,3,1,83.0
VIS-01232,2026-05-15,B,Desktop,Organic,6.0,6,0,0.0
VIS-01233,2026-05-08,B,Desktop,Referral,1.59,3,1,44.26
VIS-01234,2026-05-28,B,Mobile,Social,2.38,3,0,0.0
VIS-01235,2026-05-12,B,Mobile,Paid Search,3.33,4,0,0.0
VIS-01236,2026-05-29,B,Mobile,Organic,3.56,2,0,0.0
VIS-01237,2026-05-05,B,Mobile,Organic,1.18,5,1,79.64
VIS-01238,2026-05-11,B,Mobile,Paid Search,6.99,6,0,0.0
VIS-01239,2026-05-05,B,Desktop,Email,6.35,5,0,0.0
VIS-01240,2026-05-01,B,Tablet,Referral,4.34,3,0,0.0
VIS-01241,2026-05-28,B,Desktop,Referral,9.93,4,1,58.91
VIS-01242,2026-05-05,B,Desktop,Organic,1.55,5,0,0.0
VIS-01243,2026-05-10,B,Mobile,Organic,8.13,3,0,0.0
VIS-01244,2026-05-08,B,Desktop,Paid Search,6.86,4,0,0.0
VIS-01245,2026-05-14,B,Mobile,Organic,2.98,2,0,0.0
VIS-01246,2026-05-13,B,Mobile,Organic,3.76,3,0,0.0
VIS-01247,2026-05-23,B,Mobile,Email,0.13,8,0,0.0
VIS-01248,2026-05-21,B,Mobile,Organic,2.11,6,0,0.0
VIS-01249,2026-05-25,B,Desktop,Paid Search,6.76,5,0,0.0
VIS-01250,2026-05-20,B,Mobile,Paid Search,2.06,6,1,59.59
VIS-01251,2026-05-08,B,Desktop,Organic,1.58,3,0,0.0
VIS-01252,2026-05-15,B,Tablet,Paid Search,5.84,5,1,65.53
VIS-01253,2026-05-12,B,Mobile,Email,2.49,2,1,51.12
VIS-01254,2026-05-28,B,Desktop,Organic,7.85,1,0,0.0
VIS-01255,2026-05-10,B,Desktop,Paid Search,1.91,5,1,64.73
VIS-01256,2026-05-04,B,Mobile,Paid Search,8.31,4,0,0.0
VIS-01257,2026-05-08,B,Desktop,Organic,3.26,5,0,0.0
VIS-01258,2026-05-13,B,Mobile,Organic,4.61,1,0,0.0
VIS-01259,2026-05-26,B,Desktop,Paid Search,5.38,5,0,0.0
VIS-01260,2026-05-25,B,Mobile,Email,5.7,4,1,47.38
VIS-01261,2026-05-23,B,Mobile,Referral,1.94,3,0,0.0
VIS-01262,2026-05-21,B,Mobile,Referral,6.95,8,0,0.0
VIS-01263,2026-05-29,B,Desktop,Organic,7.9,3,0,0.0
VIS-01264,2026-05-17,B,Desktop,Paid Search,12.26,6,0,0.0
VIS-01265,2026-05-28,B,Desktop,Referral,1.59,2,0,0.0
VIS-01266,2026-05-21,B,Desktop,Organic,6.71,4,0,0.0
VIS-01267,2026-05-02,B,Tablet,Organic,1.71,5,0,0.0
VIS-01268,2026-05-01,B,Tablet,Email,5.0,4,1,74.7
VIS-01269,2026-05-06,B,Desktop,Social,2.4,6,0,0.0
VIS-01270,2026-05-22,B,Mobile,Email,4.81,6,0,0.0
VIS-01271,2026-05-14,B,Mobile,Organic,0.94,1,0,0.0
VIS-01272,2026-05-16,B,Mobile,Organic,4.37,6,0,0.0
VIS-01273,2026-05-18,B,Mobile,Organic,2.47,4,0,0.0
VIS-01274,2026-05-26,B,Mobile,Paid Search,4.08,2,1,55.02
VIS-01275,2026-05-02,B,Desktop,Email,3.59,1,0,0.0
VIS-01276,2026-05-06,B,Mobile,Referral,7.78,8,1,52.55
VIS-01277,2026-05-25,B,Desktop,Paid Search,5.51,6,0,0.0
VIS-01278,2026-05-12,B,Desktop,Paid Search,4.93,10,1,54.84
VIS-01279,2026-05-15,B,Tablet,Organic,9.15,3,0,0.0
VIS-01280,2026-05-30,B,Desktop,Paid Search,1.6,1,0,0.0
VIS-01281,2026-05-07,B,Desktop,Referral,6.41,1,0,0.0
VIS-01282,2026-05-10,B,Desktop,Organic,3.57,6,0,0.0
VIS-01283,2026-05-02,B,Desktop,Social,3.06,2,0,0.0
VIS-01284,2026-05-21,B,Desktop,Organic,9.3,3,0,0.0
VIS-01285,2026-05-27,B,Desktop,Organic,4.06,4,0,0.0
VIS-01286,2026-05-28,B,Mobile,Organic,3.14,2,0,0.0
VIS-01287,2026-05-20,B,Desktop,Paid Search,6.74,4,0,0.0
VIS-01288,2026-05-17,B,Tablet,Organic,3.43,4,0,0.0
VIS-01289,2026-05-16,B,Desktop,Social,9.13,3,0,0.0
VIS-01290,2026-05-16,B,Desktop,Organic,2.97,7,1,53.16
VIS-01291,2026-05-23,B,Desktop,Organic,4.19,1,0,0.0
VIS-01292,2026-05-16,B,Tablet,Social,3.09,3,0,0.0
VIS-01293,2026-05-23,B,Mobile,Email,12.35,8,0,0.0
VIS-01294,2026-05-08,B,Desktop,Social,3.63,4,0,0.0
VIS-01295,2026-05-30,B,Desktop,Organic,11.9,7,0,0.0
VIS-01296,2026-05-16,B,Desktop,Email,3.09,8,1,47.0
VIS-01297,2026-05-18,B,Desktop,Email,5.92,8,1,74.56
VIS-01298,2026-05-22,B,Mobile,Organic,0.81,7,0,0.0
VIS-01299,2026-05-27,B,Desktop,Organic,10.24,2,0,0.0
VIS-01300,2026-05-15,B,Mobile,Organic,6.0,2,1,65.8
VIS-01301,2026-05-29,B,Desktop,Organic,2.89,5,0,0.0
VIS-01302,2026-05-10,B,Mobile,Organic,3.97,4,0,0.0
VIS-01303,2026-05-17,B,Tablet,Email,4.73,5,0,0.0
VIS-01304,2026-05-12,B,Desktop,Email,9.78,5,0,0.0
VIS-01305,2026-05-04,B,Desktop,Email,5.2,3,0,0.0
VIS-01306,2026-05-03,B,Mobile,Email,9.43,5,0,0.0
VIS-01307,2026-05-14,B,Desktop,Email,5.64,2,0,0.0
VIS-01308,2026-05-01,B,Desktop,Email,3.17,11,0,0.0
VIS-01309,2026-05-23,B,Desktop,Organic,4.11,2,0,0.0
VIS-01310,2026-05-28,B,Desktop,Paid Search,1.95,6,0,0.0
VIS-01311,2026-05-17,B,Mobile,Organic,12.49,7,0,0.0
VIS-01312,2026-05-12,B,Desktop,Organic,3.19,2,0,0.0
VIS-01313,2026-05-24,B,Desktop,Paid Search,7.19,5,0,0.0
VIS-01314,2026-05-22,B,Tablet,Paid Search,7.99,1,0,0.0
VIS-01315,2026-05-23,B,Desktop,Paid Search,11.48,5,0,0.0
VIS-01316,2026-05-21,B,Mobile,Organic,6.46,6,0,0.0
VIS-01317,2026-05-12,B,Desktop,Social,8.81,3,0,0.0
VIS-01318,2026-05-09,B,Mobile,Paid Search,3.75,2,0,0.0
VIS-01319,2026-05-07,B,Mobile,Organic,5.55,5,0,0.0
VIS-01320,2026-05-10,B,Mobile,Paid Search,9.5,6,0,0.0
VIS-01321,2026-05-27,B,Mobile,Organic,4.05,9,0,0.0
VIS-01322,2026-05-20,B,Desktop,Social,3.57,3,0,0.0
VIS-01323,2026-05-18,B,Tablet,Email,8.82,8,0,0.0
VIS-01324,2026-05-15,B,Tablet,Paid Search,9.32,6,0,0.0
VIS-01325,2026-05-14,B,Mobile,Organic,3.68,3,1,68.72
VIS-01326,2026-05-20,B,Desktop,Email,4.21,3,0,0.0
VIS-01327,2026-05-19,B,Mobile,Paid Search,3.57,7,0,0.0
VIS-01328,2026-05-18,B,Mobile,Paid Search,8.07,5,0,0.0
VIS-01329,2026-05-10,B,Mobile,Organic,2.66,5,0,0.0
VIS-01330,2026-05-15,B,Desktop,Paid Search,4.85,4,0,0.0
VIS-01331,2026-05-13,B,Desktop,Referral,0.51,5,0,0.0
VIS-01332,2026-05-19,B,Desktop,Social,7.64,4,0,0.0
VIS-01333,2026-05-04,B,Tablet,Social,0.77,4,0,0.0
VIS-01334,2026-05-14,B,Desktop,Email,5.55,5,0,0.0
VIS-01335,2026-05-24,B,Mobile,Referral,1.59,2,1,59.02
VIS-01336,2026-05-02,B,Mobile,Paid Search,5.82,3,0,0.0
VIS-01337,2026-05-22,B,Tablet,Organic,5.32,5,0,0.0
VIS-01338,2026-05-16,B,Desktop,Organic,3.51,12,0,0.0
VIS-01339,2026-05-19,B,Mobile,Social,7.42,7,0,0.0
VIS-01340,2026-05-29,B,Tablet,Social,3.14,6,0,0.0
VIS-01341,2026-05-25,B,Mobile,Referral,4.66,1,1,74.82
VIS-01342,2026-05-23,B,Desktop,Organic,5.01,8,1,40.44
VIS-01343,2026-05-16,B,Desktop,Referral,4.18,4,0,0.0
VIS-01344,2026-05-09,B,Desktop,Social,7.47,4,0,0.0
VIS-01345,2026-05-18,B,Desktop,Organic,9.01,5,0,0.0
VIS-01346,2026-05-16,B,Desktop,Paid Search,4.12,7,0,0.0
VIS-01347,2026-05-07,B,Desktop,Paid Search,9.23,3,0,0.0
VIS-01348,2026-05-04,B,Desktop,Email,1.85,8,1,58.94
VIS-01349,2026-05-11,B,Mobile,Social,0.84,2,0,0.0
VIS-01350,2026-05-21,B,Mobile,Social,6.93,4,0,0.0
VIS-01351,2026-05-21,B,Desktop,Referral,2.44,2,0,0.0
VIS-01352,2026-05-12,B,Mobile,Social,4.28,5,0,0.0
VIS-01353,2026-05-09,B,Desktop,Paid Search,0.89,6,0,0.0
VIS-01354,2026-05-18,B,Mobile,Organic,3.71,4,0,0.0
VIS-01355,2026-05-14,B,Desktop,Paid Search,5.42,5,0,0.0
VIS-01356,2026-05-30,B,Desktop,Organic,1.2,6,1,71.74
VIS-01357,2026-05-23,B,Mobile,Organic,4.13,4,0,0.0
VIS-01358,2026-05-19,B,Mobile,Organic,1.05,2,0,0.0
VIS-01359,2026-05-08,B,Desktop,Organic,9.26,4,0,0.0
VIS-01360,2026-05-25,B,Mobile,Referral,5.14,3,1,59.16
VIS-01361,2026-05-06,B,Mobile,Paid Search,2.88,6,1,68.83
VIS-01362,2026-05-01,B,Mobile,Referral,2.92,2,0,0.0
VIS-01363,2026-05-22,B,Mobile,Organic,11.29,4,0,0.0
VIS-01364,2026-05-10,B,Desktop,Social,4.4,5,0,0.0
VIS-01365,2026-05-20,B,Desktop,Organic,1.8,4,1,79.82
VIS-01366,2026-05-18,B,Mobile,Social,1.83,5,0,0.0
VIS-01367,2026-05-28,B,Desktop,Email,4.73,4,0,0.0
VIS-01368,2026-05-06,B,Mobile,Organic,9.09,6,0,0.0
VIS-01369,2026-05-04,B,Desktop,Email,1.85,3,0,0.0
VIS-01370,2026-05-17,B,Mobile,Email,3.54,1,1,52.71
VIS-01371,2026-05-29,B,Desktop,Email,6.53,1,0,0.0
VIS-01372,2026-05-11,B,Mobile,Paid Search,2.06,4,0,0.0
VIS-01373,2026-05-26,B,Tablet,Organic,6.77,6,0,0.0
VIS-01374,2026-05-15,B,Mobile,Email,3.47,8,0,0.0
VIS-01375,2026-05-06,B,Desktop,Paid Search,3.15,5,1,44.59
VIS-01376,2026-05-03,B,Desktop,Paid Search,6.64,5,0,0.0
VIS-01377,2026-05-13,B,Desktop,Email,9.55,4,0,0.0
VIS-01378,2026-05-22,B,Tablet,Paid Search,9.9,3,0,0.0
VIS-01379,2026-05-06,B,Desktop,Social,10.0,5,0,0.0
VIS-01380,2026-05-08,B,Desktop,Organic,5.48,7,0,0.0
VIS-01381,2026-05-16,B,Desktop,Organic,12.92,5,1,58.53
VIS-01382,2026-05-10,B,Desktop,Social,1.71,2,0,0.0
VIS-01383,2026-05-27,B,Desktop,Email,2.46,4,1,64.28
VIS-01384,2026-05-05,B,Desktop,Email,6.97,4,0,0.0
VIS-01385,2026-05-16,B,Tablet,Organic,5.87,6,0,0.0
VIS-01386,2026-05-08,B,Mobile,Email,4.0,3,0,0.0
VIS-01387,2026-05-30,B,Desktop,Social,5.3,6,0,0.0
VIS-01388,2026-05-05,B,Desktop,Paid Search,5.94,3,0,0.0
VIS-01389,2026-05-14,B,Mobile,Organic,8.29,5,0,0.0
VIS-01390,2026-05-30,B,Mobile,Paid Search,4.13,1,0,0.0
VIS-01391,2026-05-08,B,Mobile,Email,3.81,5,0,0.0
VIS-01392,2026-05-25,B,Desktop,Organic,4.16,4,0,0.0
VIS-01393,2026-05-27,B,Mobile,Social,8.65,3,0,0.0
VIS-01394,2026-05-23,B,Desktop,Paid Search,10.06,6,0,0.0
VIS-01395,2026-05-07,B,Mobile,Social,4.89,4,0,0.0
VIS-01396,2026-05-03,B,Desktop,Email,5.22,7,1,49.31
VIS-01397,2026-05-23,B,Desktop,Paid Search,5.65,3,0,0.0
VIS-01398,2026-05-08,B,Mobile,Paid Search,6.68,1,0,0.0
VIS-01399,2026-05-20,B,Desktop,Paid Search,6.39,5,0,0.0
VIS-01400,2026-05-28,B,Mobile,Organic,1.17,6,0,0.0
VIS-01401,2026-05-16,B,Desktop,Paid Search,6.44,4,0,0.0
VIS-01402,2026-05-27,B,Mobile,Organic,12.88,5,0,0.0
VIS-01403,2026-05-10,B,Mobile,Organic,3.07,10,0,0.0
VIS-01404,2026-05-06,B,Mobile,Social,1.99,7,0,0.0
VIS-01405,2026-05-19,B,Desktop,Referral,6.79,3,1,76.57
VIS-01406,2026-05-18,B,Mobile,Paid Search,2.75,5,0,0.0
VIS-01407,2026-05-20,B,Desktop,Paid Search,9.18,5,0,0.0
VIS-01408,2026-05-21,B,Mobile,Paid Search,10.87,6,0,0.0
VIS-01409,2026-05-23,B,Mobile,Email,4.77,3,0,0.0
VIS-01410,2026-05-13,B,Mobile,Email,3.42,7,1,65.36
VIS-01411,2026-05-02,B,Desktop,Email,2.82,2,0,0.0
VIS-01412,2026-05-10,B,Tablet,Organic,5.97,4,0,0.0
VIS-01413,2026-05-10,B,Tablet,Organic,6.02,2,0,0.0
VIS-01414,2026-05-08,B,Tablet,Organic,6.12,7,0,0.0
VIS-01415,2026-05-01,B,Desktop,Paid Search,5.92,4,0,0.0
VIS-01416,2026-05-22,B,Desktop,Referral,21.4,6,0,0.0
VIS-01417,2026-05-29,B,Desktop,Paid Search,7.88,3,0,0.0
VIS-01418,2026-05-10,B,Desktop,Paid Search,4.11,6,0,0.0
VIS-01419,2026-05-13,B,Desktop,Paid Search,1.94,1,0,0.0
VIS-01420,2026-05-22,B,Mobile,Email,4.34,4,0,0.0
VIS-01421,2026-05-27,B,Mobile,Referral,1.68,6,0,0.0
VIS-01422,2026-05-01,B,Mobile,Social,5.09,4,0,0.0
VIS-01423,2026-05-29,B,Mobile,Paid Search,5.04,5,0,0.0
VIS-01424,2026-05-17,B,Mobile,Organic,2.21,4,0,0.0
VIS-01425,2026-05-15,B,Tablet,Social,4.37,4,0,0.0
VIS-01426,2026-05-27,B,Mobile,Social,5.01,5,0,0.0
VIS-01427,2026-05-26,B,Desktop,Organic,3.81,5,0,0.0
VIS-01428,2026-05-04,B,Desktop,Organic,2.06,6,0,0.0
VIS-01429,2026-05-28,B,Mobile,Email,9.66,6,0,0.0
VIS-01430,2026-05-01,B,Mobile,Organic,5.16,2,0,0.0
VIS-01431,2026-05-16,B,Desktop,Paid Search,3.46,3,0,0.0
VIS-01432,2026-05-22,B,Mobile,Social,5.93,5,0,0.0
VIS-01433,2026-05-01,B,Desktop,Organic,4.58,5,1,62.45
VIS-01434,2026-05-06,B,Desktop,Paid Search,4.83,5,0,0.0
VIS-01435,2026-05-15,B,Mobile,Organic,3.22,3,1,67.75
VIS-01436,2026-05-17,B,Mobile,Organic,4.5,3,0,0.0
VIS-01437,2026-05-30,B,Desktop,Email,4.87,5,0,0.0
VIS-01438,2026-05-01,B,Desktop,Organic,9.7,5,1,68.9
VIS-01439,2026-05-07,B,Mobile,Organic,9.68,2,0,0.0
VIS-01440,2026-05-15,B,Mobile,Organic,2.48,2,0,0.0
VIS-01441,2026-05-15,B,Desktop,Paid Search,2.72,2,0,0.0
VIS-01442,2026-05-13,B,Desktop,Paid Search,3.96,3,0,0.0
VIS-01443,2026-05-29,B,Desktop,Email,2.56,5,0,0.0
VIS-01444,2026-05-01,B,Mobile,Organic,5.61,7,0,0.0
VIS-01445,2026-05-27,B,Mobile,Social,12.23,4,0,0.0
VIS-01446,2026-05-09,B,Desktop,Referral,3.76,10,0,0.0
VIS-01447,2026-05-06,B,Mobile,Social,4.75,4,0,0.0
VIS-01448,2026-05-14,B,Mobile,Paid Search,6.73,6,0,0.0
VIS-01449,2026-05-18,B,Desktop,Referral,2.67,8,0,0.0
VIS-01450,2026-05-16,B,Mobile,Social,2.31,8,0,0.0
VIS-01451,2026-05-17,B,Desktop,Organic,3.98,3,0,0.0
VIS-01452,2026-05-10,B,Desktop,Email,7.78,5,0,0.0
VIS-01453,2026-05-21,B,Desktop,Paid Search,2.55,2,0,0.0
VIS-01454,2026-05-20,B,Mobile,Email,4.22,1,1,56.58
VIS-01455,2026-05-28,B,Mobile,Organic,4.11,3,0,0.0
VIS-01456,2026-05-23,B,Desktop,Paid Search,1.97,7,0,0.0
VIS-01457,2026-05-26,B,Desktop,Organic,8.95,4,0,0.0
VIS-01458,2026-05-04,B,Desktop,Organic,6.75,1,0,0.0
VIS-01459,2026-05-20,B,Mobile,Email,4.29,2,0,0.0
VIS-01460,2026-05-28,B,Mobile,Organic,4.22,2,0,0.0
VIS-01461,2026-05-16,B,Tablet,Paid Search,3.46,3,0,0.0
VIS-01462,2026-05-11,B,Desktop,Organic,5.41,5,0,0.0
VIS-01463,2026-05-21,B,Mobile,Social,1.77,3,0,0.0
VIS-01464,2026-05-19,B,Mobile,Email,2.72,3,0,0.0
VIS-01465,2026-05-16,B,Tablet,Social,6.14,5,0,0.0
VIS-01466,2026-05-28,B,Mobile,Referral,2.18,4,1,55.08
VIS-01467,2026-05-01,B,Mobile,Paid Search,5.0,8,0,0.0
VIS-01468,2026-05-21,B,Desktop,Paid Search,12.6,2,0,0.0
VIS-01469,2026-05-08,B,Mobile,Organic,6.69,4,0,0.0
VIS-01470,2026-05-13,B,Desktop,Organic,0.13,4,0,0.0
VIS-01471,2026-05-30,B,Mobile,Email,6.79,8,0,0.0
VIS-01472,2026-05-23,B,Mobile,Organic,10.41,5,0,0.0
VIS-01473,2026-05-05,B,Desktop,Organic,5.1,3,0,0.0
VIS-01474,2026-05-10,B,Mobile,Social,1.68,3,0,0.0
VIS-01475,2026-05-13,B,Desktop,Paid Search,7.92,4,1,62.53
VIS-01476,2026-05-01,B,Desktop,Paid Search,1.05,2,0,0.0
VIS-01477,2026-05-03,B,Mobile,Social,0.42,7,0,0.0
VIS-01478,2026-05-21,B,Mobile,Paid Search,10.06,5,0,0.0
VIS-01479,2026-05-28,B,Desktop,Paid Search,2.72,5,0,0.0
VIS-01480,2026-05-12,B,Mobile,Social,2.84,1,0,0.0
VIS-01481,2026-05-17,B,Desktop,Paid Search,5.23,5,0,0.0
VIS-01482,2026-05-26,B,Desktop,Email,7.54,8,0,0.0
VIS-01483,2026-05-05,B,Mobile,Paid Search,3.21,7,0,0.0
VIS-01484,2026-05-01,B,Mobile,Paid Search,7.34,1,1,81.23
VIS-01485,2026-05-09,B,Desktop,Organic,11.13,3,0,0.0
VIS-01486,2026-05-22,B,Tablet,Organic,3.23,5,0,0.0
VIS-01487,2026-05-09,B,Desktop,Organic,6.74,6,0,0.0
VIS-01488,2026-05-14,B,Mobile,Paid Search,3.39,6,0,0.0
VIS-01489,2026-05-04,B,Desktop,Organic,3.9,3,0,0.0
VIS-01490,2026-05-02,B,Mobile,Referral,5.61,3,0,0.0
VIS-01491,2026-05-23,B,Desktop,Referral,9.44,8,0,0.0
VIS-01492,2026-05-13,B,Mobile,Email,6.0,4,0,0.0
VIS-01493,2026-05-12,B,Tablet,Organic,4.34,3,1,63.5
VIS-01494,2026-05-25,B,Mobile,Paid Search,4.7,5,0,0.0
VIS-01495,2026-05-22,B,Mobile,Social,4.29,4,1,61.59
VIS-01496,2026-05-27,B,Desktop,Social,7.34,8,0,0.0
VIS-01497,2026-05-09,B,Mobile,Organic,3.29,5,0,0.0
